ID,Corr
1,0.00971122679829
2,0.00760787859927
3,0.00802351852173
4,0.00913447378619
5,0.00212209710622
6,0.0201518848648
7,0.00455186325664
8,1.0
9,0.0274384709386
10,0.00973567470096
11,0.00270425933561
12,0.00697575299141
13,0.00167336367292
14,0.00239985926353
15,0.0110917238532
16,0.00480069114295
17,0.0202448725257
18,0.00912431935407
19,0.00725748092596
20,0.0125172346286
21,0.0221119405878
22,0.0195196344035
23,0.0139293307916
24,0.00799627220943
25,0.00778442191456
26,0.00985345196821
27,0.00139201063634
28,0.0061375838065
29,0.000521074554584
