ID,Corr
1,0.38978355701
2,0.163921120941
3,0.103009690092
4,0.102672767541
5,0.0653385447179
6,0.0931050388951
7,0.0857297011456
8,0.0302121914247
9,0.418945499946
10,0.43524569596
11,0.329323106571
12,1.0
13,0.291775670749
14,0.32146325313
15,0.443988298431
16,0.403760566158
17,0.433025755848
18,0.389045354661
19,0.348973851402
20,0.364074050888
21,0.317190416378
22,0.338622822901
23,0.218936587643
24,0.206511040866
25,0.156623646373
26,0.0908880678915
27,0.0432029169352
28,0.0504818266486
29,0.018092132162
