ID,Corr
1,0.461555258929
2,0.407629617873
3,0.274642087164
4,0.171426352403
5,0.125675545143
6,0.159690905743
7,0.082518808029
8,0.0625513197791
9,0.755082946102
10,0.676324492172
11,1.0
12,0.394134438286
13,0.365953012678
14,0.436719680044
15,0.663392546074
16,0.481922033895
17,0.561839012273
18,0.74406173578
19,0.592901278064
20,0.40769370559
21,0.607897590658
22,0.665980195671
23,0.441026195793
24,0.472922634374
25,0.261984015218
26,0.210719650953
27,-3.77421502612e-05
28,-0.0721135642964
29,-0.0392333568397
