ID,Corr
1,0.713207381536
2,0.233016090967
3,0.096104771853
4,-0.0806088544172
5,-0.0789323732607
6,-0.0240494842382
7,0.0181825589666
8,0.0361587819925
9,0.706771656627
10,0.82589147274
11,0.741273445823
12,0.580963191065
13,0.448020639513
14,0.615562928438
15,1.0
16,0.811469694548
17,0.766475011833
18,0.697167179778
19,0.747230768046
20,0.658954541013
21,0.674207829521
22,0.641229955486
23,0.366374269055
24,0.40750633749
25,0.122172533668
26,-0.00167807845614
27,0.276186072984
28,0.260813701316
29,0.0923865150412
