ID,Corr
1,0.0885492093378
2,0.136959412249
3,0.255279937382
4,0.67454549075
5,1.0
6,0.228331029955
7,0.160122665826
8,0.016454804083
9,0.127605252662
10,0.0484646663224
11,0.0438819590184
12,0.0323146574057
13,0.0219577303913
14,0.0402275491995
15,0.0358194372432
16,0.0573933077153
17,0.0816977901456
18,0.097861765858
19,0.0712428601231
20,0.108165004409
21,0.0541802801776
22,0.141854963017
23,0.0665122205919
24,0.10510349027
25,0.192084898131
26,0.535109807721
27,0.0651853987953
28,0.197512991203
29,0.0119416760134
