ID,Corr
1,0.029276980339
2,0.316120023323
3,0.584843971911
4,0.870666435605
5,0.659000293561
6,0.754119469448
7,0.339326883353
8,0.0584275502168
9,0.244975632152
10,0.0647605999527
11,0.0516017014447
12,0.0556870428465
13,0.0412791057151
14,0.0914766845361
15,0.0766708539196
16,0.0975198044342
17,0.0840465308974
18,0.100332030032
19,0.0405345426903
20,0.028148442132
21,0.0689904892403
22,0.108494989573
23,0.131474168618
24,0.199778262123
25,0.278354660295
26,1.0
27,0.294876807957
28,0.354643285283
29,0.0313218059594
