ID,Corr
1,0.441520630227
2,0.334052166007
3,0.141940836647
4,-0.0501500808874
5,-0.129175596287
6,-0.0288326129723
7,-0.0355621228103
8,-0.000643414112213
9,0.480281891407
10,0.676810077939
11,0.668562730183
12,0.54211586947
13,0.394890401337
14,0.590021276961
15,0.703381023779
16,0.674336650214
17,0.702561564029
18,0.694258071052
19,0.746594610103
20,0.741264829732
21,0.933023145096
22,1.0
23,0.847819546135
24,0.936062734085
25,0.659893483538
26,-0.0796032952558
27,0.280500603047
28,0.238058482922
29,0.141679543132
