ID,Corr
1,0.276274863518
2,0.122958530699
3,0.0458889633214
4,-0.0646206509899
5,-0.0865021529982
6,-0.0798310656899
7,-0.00784613850712
8,-0.00297723187369
9,0.546892751012
10,0.708733974197
11,0.570816794524
12,0.527977173051
13,0.539428752248
14,0.790056548726
15,0.736425444892
16,0.708380848752
17,0.800758763108
18,0.556030230297
19,0.593230234707
20,0.565214446994
21,1.0
22,0.905778094732
23,0.900470501366
24,0.776528355355
25,0.547003130533
26,-0.0444570247545
27,0.290800611441
28,0.133461243629
29,0.128953173708
