ID,Corr
1,0.28310392278
2,0.240053428422
3,0.229435184395
4,0.327579226115
5,0.225950397519
6,0.291089599812
7,0.871417503965
8,0.0379597751576
9,0.357884880201
10,0.266277458544
11,0.205108092404
12,0.347312877092
13,0.287946858148
14,0.466406979508
15,0.333363056687
16,0.320562569994
17,0.454449875399
18,0.337904286121
19,0.291014864304
20,0.365320519131
21,0.579770237701
22,0.660055313366
23,0.787025064611
24,0.868466525803
25,1.0
26,0.36144669208
27,0.254068602063
28,0.167755889844
29,0.125749287746
