ID,Corr
1,0.0245924592359
2,0.00792667436422
3,0.00666517605164
4,0.00827969039173
5,0.00346465253997
6,0.0107334502206
7,0.00968709485225
8,0.0106844168258
9,0.0161061499305
10,0.0153941316003
11,0.00700528033415
12,0.00310874653127
13,0.000796528599916
14,0.00618470187423
15,0.0144928701119
16,0.0130584695562
17,0.0217041417398
18,0.00911753783801
19,0.00176068940585
20,0.0124807344859
21,0.0144034865959
22,0.0106748344365
23,0.00418555558868
24,0.016322853781
25,0.00740717774733
26,0.00898232161022
27,0.0194233065393
28,0.0208190507039
29,1.0
