ID,Corr
1,0.0443995390361
2,0.00731351649281
3,-0.00375541100495
4,-0.00490302190463
5,0.000673221108404
6,0.00078572515737
7,-0.00116646404033
8,1.0
9,0.0296187969748
10,0.01255021189
11,0.0177527746054
12,0.0103436641378
13,0.00245219225039
14,0.00253017713014
15,0.0293571316508
16,0.0150459230095
17,0.0200905014834
18,0.0254231671592
19,0.0151536700831
20,0.0319689163347
21,0.00779127548813
22,0.0239207218988
23,0.00989962932278
24,0.0102458450218
25,0.00128213821788
26,-0.00511469084819
27,0.0152897658416
28,0.021076537987
29,0.00426580831421
