ID,Corr
1,0.211451640961
2,0.429663044196
3,0.545540908482
4,1.0
5,0.779342069294
6,0.499631723708
7,0.295681744499
8,-0.000992338090507
9,0.178090910859
10,0.150065943043
11,0.166212709003
12,0.139450638972
13,0.101028457981
14,0.164900766262
15,0.21468320297
16,0.208129229028
17,0.167117266161
18,0.25649089051
19,0.251651247646
20,0.224297265817
21,0.214838610544
22,0.315953779858
23,0.183004520252
24,0.284112246547
25,0.392127380394
26,0.778557576587
27,0.241130335371
28,0.277140082236
29,0.000701890769541
