ID,Corr
1,1.0
2,0.706736801946
3,-0.0181073229101
4,0.40099128363
5,0.198434355945
6,0.223608270142
7,0.101798884933
8,0.0361179057475
9,0.534596895318
10,0.693897590157
11,0.730707453226
12,0.571604519372
13,0.703544890147
14,0.673322127441
15,0.831798565524
16,0.740831643799
17,0.762334215329
18,0.801355787197
19,0.822617889562
20,0.832100598808
21,0.66098103095
22,0.765936689321
23,0.58912716979
24,0.633691181256
25,0.515799127551
26,0.33949725829
27,0.282579953487
28,0.574960622044
29,0.0105593374325
