ID,Corr
1,0.148703741388
2,0.476281762816
3,0.498215233369
4,0.828806508237
5,0.663170174752
6,0.655376339656
7,0.363746535729
8,0.00579478700603
9,0.127045847828
10,0.110479257013
11,0.0939472239572
12,0.0739771258076
13,0.0487978308722
14,0.0681091579748
15,0.192545028168
16,0.202597364435
17,0.156097412617
18,0.173584839008
19,0.17262331925
20,0.141548424528
21,0.0976143573971
22,0.165857123201
23,0.0892372162083
24,0.181630715636
25,0.370745025971
26,1.0
27,0.258607788913
28,0.243385452926
29,0.0032197295197
