ID,Corr
1,0.403677325094
2,0.873448044654
3,0.71455457088
4,0.672350956092
5,0.38187733221
6,1.0
7,0.325802102111
8,0.0420910924343
9,0.380885711876
10,0.341300880498
11,0.307620776651
12,0.278250797157
13,0.20837636409
14,0.274571565357
15,0.390315155734
16,0.355509838981
17,0.344216444933
18,0.372219963789
19,0.302962756953
20,0.2869420609
21,0.281728377128
22,0.317784814788
23,0.229555992896
24,0.268374579085
25,0.494343251833
26,0.760114853019
27,0.272642535771
28,0.226953321708
29,-0.00078614125176
