ID,Corr
1,0.0323008921086
2,0.141165958343
3,0.127746324716
4,0.215697573497
5,0.12312997458
6,0.198827165939
7,1.0
8,0.00315410440498
9,-0.0358780614419
10,-0.0159759798536
11,0.00275669079234
12,-0.0166822833678
13,0.0365315037776
14,0.0474293716334
15,0.0262313122754
16,0.0267296935757
17,0.00689613035644
18,0.0579448341082
19,0.0478624476175
20,0.0404470019139
21,0.0973003579798
22,0.118605893628
23,0.269867636542
24,0.56393712672
25,0.857782838696
26,0.289486204354
27,0.151815621776
28,0.161781856801
29,0.00712128625899
