ID,Corr
1,0.799443138267
2,0.743300598943
3,0.672753953838
4,0.493818291621
5,0.293092646168
6,0.45176641359
7,0.151293700528
8,0.0311149079244
9,1.0
10,0.857116460955
11,0.878636622385
12,0.724881352639
13,0.646210636643
14,0.787216328113
15,0.806419856371
16,0.787006896299
17,0.814327285722
18,0.893568545787
19,0.767197253257
20,0.768222048526
21,0.78110125475
22,0.78504738565
23,0.725029491278
24,0.728942281458
25,0.687213871063
26,0.159875598649
27,0.224920327177
28,0.322548850415
29,0.0072564593064
